id,summary,parent_interest_id,registered,published,updated_1,category,mnis_id,twfy_id,party,member,payment_received,received_date,job_title,payment_type,payment_description,value,hours_worked,hours_details,is_ultimate_payer_different,ultimate_payer_name,ultimate_payer_protected_by_confidentiality,ultimate_payer_address,ultimate_payer_nature_of_business,is_payment_donated,donatee_paid_by,donatee_type,donatee_details,link,category_code
13705,"Payment received on 27 June 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,168,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13705,1.1
13733,"Payment received on 22 October 2025 - £6,000.00",13732,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,4780,25851,conservative,Laura Trott,1,,,Monetary,Speech to ACA Annual Dinner,6000,16,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13733,1.1
13709,"Payment received on 28 October 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,184,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13709,1.1
13490,Payment received on 25 November 2024 - £797.90,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,797.9,31.6,per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13490,1.1
13694,"Payment received on 26 July 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,184,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13694,1.1
13695,"Payment received on 28 August 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,176,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13695,1.1
13707,"Payment received on 28 August 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,160,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13707,1.1
13708,"Payment received on 26 September 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,176,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13708,1.1
13696,"Payment received on 27 September 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,168,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13696,1.1
13706,"Payment received on 28 July 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,184,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13706,1.1
13493,Payment received on 25 March 2025 - £802.48,13302,2025-11-03,2025-11-03,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,802.48,31.6,per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13493,1.1
13698,"Payment received on 28 November 2024 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,168,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13698,1.1
13704,"Payment received on 28 May 2025 - £1,573.00",6053,2025-11-03,2025-11-03,2025-11-20,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,160,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13704,1.1
13717,Payment received on 17 October 2025 - £90.62,11729,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,Monetary,Expenses reimbursed for attending a voluntary Board meeting.,90.62,0,I have not specified the number of hours because this expense payment related to attendance at a voluntary board meeting in my capacity as Chair,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13717,1.1
13685,Payment received on 25 September 2025 - £837.55,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,837.55,31.6,a month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13685,1.1
13712,"Payment received on 31 October 2025 - £4,000.00",12266,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,4095,24916,conservative,Steve Barclay,1,,,Monetary,,4000,10.5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13712,1.1
13718,"Payment received on 29 October 2025 - £1,312.52",11413,2025-10-31,2025-10-31,,Employment and earnings - Ad hoc payments,5158,26361,independent,Rupert Lowe,1,,,Monetary,,1312.52,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13718,1.1
13686,Payment received on 25 October 2025 - £418.78,13302,2025-10-30,2025-10-31,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,418.78,15.8,a month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13686,1.1
13665,"Payment received on 28 October 2025 - £2,250.00",10930,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,,Monetary,articles,2250,9,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13665,1.1
13667,Payment received on 16 October 2025 - £600.00,4375,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4370,25364,labour,Jess Phillips,1,,,Monetary,This is a copyright payment for an article I wrote in 2018,600,0,No extra hours worked,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13667,1.1
13666,Payment received on 24 October 2025 - £750.00,10669,2025-10-29,2025-10-29,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,Writing an article,Monetary,Writing (not presenting a show),750,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13666,1.1
13643,Payment received on 13 October 2025 - £250.00,11767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,,250,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13643,1.1
13559,"Payment received on 08 October 2025 - £25,000.00",12767,2025-10-28,2025-10-28,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,25000,40,five days,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13559,1.1
13646,"Payment received on 23 October 2025 - £10,620.00",13645,2025-10-28,2025-10-28,2025-12-22,Employment and earnings - Ad hoc payments,4074,24824,conservative,Mark Garnier,1,,,Monetary,Payment as a result of a business referral.,10620,1,"(A balance of £1,393.44 was paid on 22 December 2025)",0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13646,1.1
13639,Payment received on 23 October 2025 - £750.00,3671,2025-10-24,2025-10-24,,Employment and earnings - Ad hoc payments,152,10180,conservative,Sir Iain Duncan Smith,1,,,Monetary,Article published by The Sun online and paper copy on 13th August 2025,750,6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13639,1.1
13628,Payment expected for services on 20 October 2025 - £500.00,13626,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,1572,11859,conservative,Sir Jeremy Hunt,0,,Speaking engagement,Monetary,,500,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13628,1.1
13633,"Payment received on 21 October 2025 - £2,918.51",11326,2025-10-23,2025-10-23,,Employment and earnings - Ad hoc payments,5267,26600,labour,Yuan Yang,1,,,Monetary,,2918.51,0,Payment received for book sales,1,RCW literary Agency,0,"RCW literary Agency, 20 Powis Mews, London W11 1JN",Literary Agency,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13633,1.1
13617,Payment received on 30 September 2025 - £675.49,4932,2025-10-22,2025-10-22,,Employment and earnings - Ad hoc payments,3991,24827,conservative,Jesse Norman,1,,,Monetary,,675.49,10,,0,,0,,,1,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/13617,1.1
13574,Payment received on 30 September 2025 - £950.00,12101,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,Appeared on five programmes,950,30,estimated as does not include preparation time,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13574,1.1
13573,Payment received on 15 October 2025 - £400.00,4321,2025-10-17,2025-10-20,,Employment and earnings - Ad hoc payments,4084,24882,conservative,Esther McVey,1,,,Monetary,For two shows.,400,4,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13573,1.1
13597,"Payment received on 16 October 2025 - £141,000.00",12316,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4483,25428,conservative,Rishi Sunak,1,,,Monetary,,141000,5,,1,NDTV,0,"W-17, 2nd Floor, Greater Kailash - I, New Delhi, 110048, India",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13597,1.1
13586,Payment received on 03 October 2025 - £253.31,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,24827,conservative,Jesse Norman,1,,,Monetary,,253.31,0,,1,Penguin Books Ltd,0,"Embassy Gardens. One Embassy Gardens, 8 Viaduct Gardens, London, SW11 7BW",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13586,1.1
13543,"Payment received on 03 October 2025 - £10,000.00",11622,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,10000,20,up to two days per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13543,1.1
13582,Payment received on 15 October 2025 - £196.24,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,196.24,10,This is an estimated number of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13582,1.1
13583,Payment received on 01 October 2025 - £108.75,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,108.75,8,This is an estimated number of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13583,1.1
13584,Payment received on 17 September 2025 - £100.35,11502,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,100.35,5,This is an estimated number of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13584,1.1
13587,Payment received on 09 October 2025 - £66.55,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,24827,conservative,Jesse Norman,1,,,Monetary,,66.55,0,,1,HarperCollins Publishers Ltd,0,"The News Building, 1 London Bridge St, London SE1 9GF",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13587,1.1
13589,Payment received on 16 October 2025 - £98.40,4353,2025-10-20,2025-10-20,,Employment and earnings - Ad hoc payments,3991,24827,conservative,Jesse Norman,1,,,Monetary,,98.40000000000001,0,,1,Everyman's Library,0,"Everyman's Library, 50 Albemarle Street, London, W1S 4BD",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13589,1.1
13569,"Payment received on 16 October 2025 - £1,500.00",6545,2025-10-17,2025-10-17,,Employment and earnings - Ad hoc payments,5030,26313,labour,Dr Simon Opher,1,,,Monetary,Payment for work as a locum at three GP surgeries,1500,20,3 GP surgeries,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13569,1.1
13547,Payment received on 01 October 2025 - £964.25,11729,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,In kind,Return travel between London and Geneva plus accommodation,964.25,0,I have not specified the number of hours because this expenses payment related to attendance at a voluntary board meeting in my capacity as Chair,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13547,1.1
13551,Payment received on 16 October 2025 - £600.00,4375,2025-10-16,2025-10-16,,Employment and earnings - Ad hoc payments,4370,25364,labour,Jess Phillips,1,,,Monetary,"Payment for copywrite fees of an article written in 2018, which the Guardian have syndicated",600,0,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13551,1.1
13548,Payment received on 26 September 2025 - £37.49,5988,2025-10-15,2025-10-16,,Employment and earnings - Ad hoc payments,5067,26346,labour,Tony Vaughan,1,,,Monetary,this payment is for work carried out prior to July 2024,37.49,0.3,estimated working time of 20 minutes,1,Confidential,0,Confidential,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13548,1.1
13532,Payment expected for services on 29 September 2025 - £150.00,12296,2025-10-14,2025-10-15,,Employment and earnings - Ad hoc payments,4500,25356,labour,Clive Lewis,0,,,Monetary,Payment for one article,150,0.75,Approximate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13532,1.1
13540,"Payment received on 15 October 2025 - £2,055.56",11413,2025-10-15,2025-10-15,,Employment and earnings - Ad hoc payments,5158,26361,independent,Rupert Lowe,1,,,Monetary,,2055.56,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13540,1.1
13531,Payment expected for services on 08 September 2025 - £150.00,12296,2025-10-14,2025-10-15,,Employment and earnings - Ad hoc payments,4500,25356,labour,Clive Lewis,0,,,Monetary,Payment for one article,150,1.5,Approximate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13531,1.1
13529,Payment received on 14 October 2025 - £500.00,3680,2025-10-14,2025-10-14,,Employment and earnings - Ad hoc payments,152,10180,conservative,Sir Iain Duncan Smith,1,,,Monetary,Payment for an article published on 30 September 2025,500,8,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13529,1.1
13502,"Payment received on 08 August 2025 - £12,750.00",12649,2025-10-13,2025-10-14,,Employment and earnings - Ad hoc payments,4366,25376,conservative,Sir James Cleverly,1,,,Monetary,,12750,20,"preparation, delivery and travel",1,Speakers Associates,0,"15 Kinghorn Park, Maidenhead SL6 7TX","Preseneters, hosts and workshop delivery for business",0,,,,https://interests-api.parliament.uk/api/v1/Interests/13502,1.1
13522,Payment received on 14 October 2025 - £630.00,6031,2025-10-14,2025-10-14,,Employment and earnings - Ad hoc payments,5197,26437,conservative,Dr Neil Shastri-Hurst,1,,,Monetary,,630,4,Approximate hours worked,1,True Solicitors LLP,0,"Percy House, Percy Street, Newcastle upon Tyne, Tyne & Wear, NE1 4PW",Solicitor,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13522,1.1
13500,"Payment received on 03 October 2025 - £11,900.00",12649,2025-10-10,2025-10-13,,Employment and earnings - Ad hoc payments,4366,25376,conservative,Sir James Cleverly,1,,,Monetary,,11900,18,preparation time and delivery and engagement,1,Informa Connect Ltd,0,"5 Horwick Place, London, SW1P 1WG","Host and facilitate live events, Digital content and training for professionals",0,,,,https://interests-api.parliament.uk/api/v1/Interests/13500,1.1
13498,Payment received on 25 August 2025 - £837.55,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,837.55,31.6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13498,1.1
13497,Payment received on 25 July 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,825.98,31.6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13497,1.1
13513,Payment received on 03 October 2025 - £200.00,13462,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,1560,11791,conservative,Sir Jeremy Wright,1,,,Monetary,Payment received for appearing on Any Questions?,200,1,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13513,1.1
13494,Payment received on 25 April 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,825.98,31.6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13494,1.1
13503,"Payment received on 29 September 2025 - £1,000.00",12619,2025-10-10,2025-10-13,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,1000,30,Approximate to include speeches,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13503,1.1
13492,Payment received on 25 February 2025 - £797.90,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,797.9,31.6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13492,1.1
13489,Payment received on 25 October 2024 - £797.90,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,797.9,31.5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13489,1.1
13512,Payment received on 14 March 2025 - £200.00,13462,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,1560,11791,conservative,Sir Jeremy Wright,1,,,Monetary,Payment received for appearing on Any Questions?,200,1,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13512,1.1
13486,"Payment received on 25 July 2024 - £3,914.50",13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,3914.5,36.5,(I was using some annual leave and TOIL for these months.),0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13486,1.1
13487,"Payment received on 25 August 2024 - £3,914.50",13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,3914.5,36.5,I was using annual leave and TOIL during this period),0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13487,1.1
13495,Payment received on 25 May 2025 - £825.98,13302,2025-10-13,2025-10-13,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,825.98,31.6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13495,1.1
13501,"Payment received on 03 October 2025 - £5,950.00",12649,2025-10-10,2025-10-10,,Employment and earnings - Ad hoc payments,4366,25376,conservative,Sir James Cleverly,1,,,Monetary,,5950,12,Preparation and delivery,1,Builders Merchant Federation,0,"1180 Elliott Court, Herald Avenue, Coventry CV5 6UB",Trade association representing and protecting  the majority of building materials businesses,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13501,1.1
13485,"Payment received on 10 October 2025 - £8,220.00",6031,2025-10-10,2025-10-10,,Employment and earnings - Ad hoc payments,5197,26437,conservative,Dr Neil Shastri-Hurst,1,,,Monetary,,8220,35,Approximate number of hours worked,1,Prosperity Law LLP,0,"Vantage Point, 4 Hardman Street, Spinningfields, Manchester, M3 3HF",Solicitor,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13485,1.1
13478,"Payment received on 02 October 2025 - £2,166.66",4308,2025-10-09,2025-10-09,,Employment and earnings - Ad hoc payments,4084,24882,conservative,Esther McVey,1,,,Monetary,For four full page columns in the Daily Express.,2166.66,12,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13478,1.1
13479,Payment received on 24 September 2025 - £290.34,4935,2025-10-09,2025-10-09,,Employment and earnings - Ad hoc payments,4514,25353,labour,Sir Keir Starmer,1,,,Monetary,,290.34,0,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13479,1.1
13473,"Payment received on 30 September 2025 - £2,250.00",10930,2025-10-08,2025-10-08,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,,Monetary,Articles,2250,10,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13473,1.1
13474,"Payment received on 25 September 2025 - £1,500.00",10669,2025-10-08,2025-10-08,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,Writing articles,Monetary,For writing articles for LBC,1500,6,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13474,1.1
13440,"Payment received on 31 July 2025 - £43,491.60",6852,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,43491.6,12,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13440,1.1
13450,"Payment received on 08 May 2025 - £6,493.11",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,"This is 1 of 3 payments which equates to the overall agreed speaker fee.

The 3 payments were received across 3 different dates and have been converted from USD to GBP",6493.11,12,This is an estimate and this same amount will be shown on the other two related payments,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13450,1.1
13451,"Payment received on 19 May 2025 - £6,493.11",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,"This 2 of 3 payments which equates to the overall agreed speaker.

The 3 payments were received across 3 different dates and have been converted from USD to GBP",6493.11,12,This is an estimate and this same amount will be shown on the other two related payments,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13451,1.1
13452,"Payment received on 10 June 2025 - £12,986.23",13449,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,"This is 3 of 3 payments which equates to the overall agreed speaker fee.

The payments were received across 3 different dates and have been converted from USD to GBP",12986.23,12,This is an estimate and the same amount will be shown on the other two related payments,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13452,1.1
13454,"Payment received on 22 September 2025 - £7,410.00",13453,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,This amount has been converted from USD to GBp,7410,11,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13454,1.1
13422,"Payment received on 01 October 2025 - £1,138.06",11413,2025-10-02,2025-10-06,,Employment and earnings - Ad hoc payments,5158,26361,independent,Rupert Lowe,1,,,Monetary,,1138.06,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13422,1.1
13448,"Payment received on 03 October 2025 - £36,729.98",9240,2025-10-03,2025-10-06,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,36729.98,30,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13448,1.1
13442,"Payment received on 29 August 2025 - £51,438.00",6852,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,51438,14,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13442,1.1
13447,Payment received on 24 September 2025 - £156.23,10624,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,156.23,1,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13447,1.1
13432,"Payment received on 01 October 2025 - £7,576.73",11698,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5360,26632,labour,David Pinto-Duschinsky,1,,,Monetary,Payment of an amount owing from previous role as EY partner (that ended in May 2024 prior to my election),7576.73,0,"This is an ex-partner payment. It is the payment of an outstanding amount owed from my role as a partner at EY, which ended in May 2024",0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13432,1.1
13444,Payment received on 10 September 2025 - £84.38,9226,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,84.38,1,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13444,1.1
13445,"Payment received on 17 September 2025 - £2,987.54",9226,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,2987.54,20,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13445,1.1
13443,"Payment received on 30 September 2025 - £21,108.00",6852,2025-10-03,2025-10-03,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,21108,12,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13443,1.1
13411,Payment received on 30 September 2025 - £250.00,3680,2025-10-01,2025-10-01,,Employment and earnings - Ad hoc payments,152,10180,conservative,Sir Iain Duncan Smith,1,,,Monetary,Article published on 4 September 2025.,250,4,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13411,1.1
13358,"Payment received on 22 September 2025 - £24,000.00",11008,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,1572,11859,conservative,Sir Jeremy Hunt,1,,Speaking engagement,Monetary,,24000,1.5,,1,"Bank of America, N.A. London",0,"2 King Edward St, London, EC1A 1HQ",Banking & Financial Services,1,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/13358,1.1
13399,"Payment received on 29 September 2025 - £4,000.00",12266,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4095,24916,conservative,Steve Barclay,1,,,Monetary,,4000,10.5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13399,1.1
13404,"Payment received on 24 September 2025 - £9,610.55",11729,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,Monetary,Payment for hours worked January-July 2025 and expenses incurred,9610.549999999999,99,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13404,1.1
13407,"Payment received on 25 September 2025 - £1,000.00",13406,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,188,10155,liberal-democrat,Ed Davey,1,,,Monetary,,1000,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13407,1.1
13387,"Payment received on 30 August 2025 - £17,920.00",13386,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,5213,26483,labour,Dr Zubir Ahmed,1,,Emergency vascular surgeon,Monetary,Payment for emergency vascular surgery provision in ninewells hospital during parliamentary recess to cover a short notice staff absence.,17920,190,"No of hours worked is an estimate as it covers emergency on call availability, overnight emergency cover and time spent in hospital operating and performing other clinical duties and providing remote specialist clinical advice",0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13387,1.1
13402,"Payment received on 28 September 2025 - £7,500.00",12237,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,4320,25227,reform,Robert Jenrick,1,,,Monetary,,7500,15,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13402,1.1
13385,"Payment received on 30 August 2025 - £19,878.00",7936,2025-09-30,2025-09-30,,Employment and earnings - Ad hoc payments,5213,26483,labour,Dr Zubir Ahmed,1,,General and transplant surgery specialist services,Monetary,"Payment for work undertaken between July 2024 and July 2025 in general surgery at the Golden Jubilee Hospital and specialist transplant surgery at the Queen Elizabeth University Hospital, and provision of clinical governance support",19878,290,Hours worked are an estimate and include on call provision and include emergency surgery provision provided at weekends and night,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13385,1.1
