id,appg,category,donors_isprivateindividual_1,donors_isprivateindividual_2,donors_isprivateindividual_3,donors_isprivateindividual_4,donors_isprivateindividual_5,donors_issolebeneficiary_1,donors_issolebeneficiary_2,donors_issolebeneficiary_3,donors_issolebeneficiary_4,donors_issolebeneficiary_5,donors_name_1,donors_name_2,donors_name_3,donors_name_4,donors_name_5,donors_paymentdescription_1,donors_paymentdescription_2,donors_paymentdescription_3,donors_paymentdescription_4,donors_paymentdescription_5,donors_paymenttype_1,donors_paymenttype_2,donors_paymenttype_3,donors_paymenttype_4,donors_paymenttype_5,donors_publicaddress_1,donors_publicaddress_2,donors_publicaddress_3,donors_publicaddress_4,donors_publicaddress_5,donors_value_1,donors_value_2,donors_value_3,donors_value_4,donors_value_5,end_date,link,member,mnis_id,parent_interest_id,published,purpose,registered,source_archive,start_date,summary,twfy_id,updated_1,visitlocations_country_1,visitlocations_country_2,visitlocations_country_3,visitlocations_destination_1,visitlocations_destination_2,visitlocations_destination_3
3625,,Visits outside the UK,False,,,,,True,,,,,Franco-British Colloque Ltd,,,,,Accommodation and food,,,,,In kind,,,,,"Station House, Station Approach, East Horsley KT24 6QX",,,,,853.30,,,,,2024-01-27,https://interests-api.parliament.uk/api/v1/Interests/3625,Rushanara Ali,4138,,2023-12-17,Attendance at the Franco British Colloque.,2024-02-02,Aug04_24,2024-01-25,International visit to France between 25 January 2024 and 27 January 2024,25315,,France,,,Paris,,
3646,,Visits outside the UK,False,,,,,True,,,,,Conservative Friends of Ukraine,,,,,"Flights (£2,961) and accommodation (£419.94)",,,,,In kind,,,,,"One Barthomolew Close, London EC1A 7BL",,,,,3380.95,,,,,2023-11-29,https://interests-api.parliament.uk/api/v1/Interests/3646,Mr Mark Francois,1444,,2023-12-17,To attend meetings with Republican members of Congress concerning support for Ukraine.,2023-12-14,Aug04_24,2023-11-27,International visit to United States between 27 November 2023 and 29 November 2023,,,United States,,,Washington DC,,
3244,,Visits outside the UK,False,,,,,True,,,,,Ministry of Foreign Affairs of the State of Qatar,,,,,"Flights, accommodation and food",,,,,In kind,,,,,"Almirqab Tower, West Bay, Doha, Qatar",,,,,5650.00,,,,,2023-11-30,https://interests-api.parliament.uk/api/v1/Interests/3244,Naz Shah,4409,,2023-12-17,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,2023-12-21,Aug04_24,2023-11-26,International visit to Qatar between 26 November 2023 and 30 November 2023,,,Qatar,,,Doha,,
3130,,Visits outside the UK,False,,,,,True,,,,,International Transport Workers' Federation,,,,,"Flights, accommodation, meals, internal transport and incidentals",,,,,In kind,,,,,"ITF House, 49-60 Borough Road, London SE1 1DR",,,,,3162.11,,,,,2023-10-21,https://interests-api.parliament.uk/api/v1/Interests/3130,Jeremy Corbyn,185,,2023-12-17,To address an audience at International Transport Federation (ITF) Young Transport Workers Conference and attend an ITF Executive Board meeting.,2023-11-10,Aug04_24,2023-10-14,International visit to India between 14 October 2023 and 21 October 2023,,,India,,,Mumbai,,
3134,,Visits outside the UK,False,,,,,True,,,,,Pan Africa Today,,,,,"Flights (£1,104) and accommodation (£380)",,,,,In kind,,,,,"87 De Korte Street, Braamfontein, Johannesburg, South Africa",,,,,1484.00,,,,,2023-10-20,https://interests-api.parliament.uk/api/v1/Interests/3134,Chris Hazzard,4636,,2023-12-17,To present an update on the political situation in Ireland and Britain at the Dilemmas of Humanity Conference and participate in workshops and discussions involving political representatives and social activists.,2023-11-08,Aug04_24,2023-10-13,International visit to South Africa between 13 October 2023 and 20 October 2023,,,South Africa,,,Johannesburg,,
1762,,Visits outside the UK,False,,,,,True,,,,,Labour Friends of Israel,,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"BM LFI, London WC1N 3XX",,,,,2200.00,,,,,2023-09-07,https://interests-api.parliament.uk/api/v1/Interests/1762,Mrs Sharon Hodgson,1521,,2023-12-17,"Fact-finding visit. Meeting with Israeli and Palestinian politicians, academics, activists and diplomats.",2023-09-14,Aug04_24,2023-09-03,International visit to Israel between 03 September 2023 and 07 September 2023,,,Israel,Palestine,,,,
2998,,Visits outside the UK,False,,,,,True,,,,,Jordanian Embassy in London,,,,,"Flights (£833), accommodation, meals and transport (£1,000)",,,,,In kind,,,,,"6 Upper Phillimore Gardens, London W8 7HA",,,,,1833.00,,,,,2023-10-27,https://interests-api.parliament.uk/api/v1/Interests/2998,Dan Carden,4651,,2023-12-17,"Delegation to Amman, Jordan including meetings with the Speaker of the House of Representatives, King Abdullah II of Jordan, Ministers and parliamentarians and a visit to Za'atri Refugee Camp.",2023-11-21,Aug04_24,2023-10-23,International visit to Jordan between 23 October 2023 and 27 October 2023,,,Jordan,,,Amman,,
4283,,Visits outside the UK,True,False,,,,True,True,,,,Lord David Sainsbury,Hakluyt and Company,,,,"received on 21 February as reimbursement for flights, travel and accommodation",Driver hire in San Francisco between meetings,,,,Monetary,In kind,,,,,"34 Upper Brook Street, London W1K 7QS",,,,10906.62,2758.95,,,,2024-02-14,https://interests-api.parliament.uk/api/v1/Interests/4283,Peter Kyle,4505,,2023-12-17,"Meetings with political counterparts in Washington, as well as tech and digital firms on the West Coast. Visiting San Francisco for meetings with tech and digital firms.",2024-02-26,Aug04_24,2024-02-02,International visit to United States between 02 February 2024 and 14 February 2024,,,United States,,,,,
3392,,Visits outside the UK,False,,,,,True,,,,,Labour Friends of Israel,,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"BM LFI, London WC1N 3XX",,,,,2500.00,,,,,2024-01-11,https://interests-api.parliament.uk/api/v1/Interests/3392,Christian Wakeford,4871,,2023-12-17,"Fact-finding visit. Meetings with Israeli politicians, academics, activists and diplomats.",2024-02-06,Aug04_24,2024-01-09,International visit to Israel between 09 January 2024 and 11 January 2024,,,Israel,,,,,
3396,,Visits outside the UK,False,,,,,False,,,,,Betting and Gaming Council,,,,,"Two tickets to the Dublin Racing Festival, including flights and accommodation",,,,,In kind,,,,,"1 Bedford Row, London WC1R 4BU",,,,,1290.00,,,,,2024-02-05,https://interests-api.parliament.uk/api/v1/Interests/3396,Sir John Whittingdale,39,,2023-12-17,To attend the Dublin Racing Festival.,2024-02-12,Aug04_24,2024-02-03,International visit to Ireland between 03 February 2024 and 05 February 2024,,,Ireland,,,Dublin,,
1287,,Visits outside the UK,False,,,,,True,,,,,HM Government of Gibraltar,,,,,"Flights and travel (£866), accommodation for three nights (£570) and dinners/hospitality (£200)",,,,,In kind,,,,,"Gibraltar House, 150 The Strand, London WC2R 1JA",,,,,1636.00,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/1287,Stephen Morgan,4653,,2023-12-17,National Day visit to Gibraltar as a guest of HM Government of Gibraltar.,2023-09-18,Aug04_24,2023-09-08,International visit to Gibraltar between 08 September 2023 and 11 September 2023,,,Gibraltar,,,,,
3148,,Visits outside the UK,False,,,,,True,,,,,TBI,,,,,"Eurostar return train travel, food and accommodation",,,,,In kind,,,,,"One Bartholomew Close, London EC1A 7BL",,,,,1694.00,,,,,2023-10-25,https://interests-api.parliament.uk/api/v1/Interests/3148,Peter Kyle,4505,,2023-12-17,"To attend a short programme, discussing science and tech policy.",2023-11-21,Aug04_24,2023-10-23,International visit to Belgium between 23 October 2023 and 25 October 2023,,,Belgium,,,Brussels,,
3005,,Visits outside the UK,False,,,,,True,,,,,Government of Jordan,,,,,"Flights (£833), accommodation and meals (£500) and sundries (£417)",,,,,In kind,,,,,"Abdali, King Hussein Street - Building No. 205, P.O. Box 72, 11181 Amman",,,,,1750.00,,,,,2023-10-27,https://interests-api.parliament.uk/api/v1/Interests/3005,Neil Coyle,4368,,2023-12-17,"Meetings with high-level Jordanian Government ministers, ambassadors and Jordanian royal family members, visits to refugee camps and military regions to foster links between the UK and Jordan and understand the challenges and issues that Jordan is facing.",2023-11-16,Aug04_24,2023-10-23,International visit to Jordan between 23 October 2023 and 27 October 2023,,,Jordan,,,,,
1460,,Visits outside the UK,False,,,,,True,,,,,Deutsch-Britische Gesellschaft e.V,,,,,"Accommodation, food and conference administration fee",,,,,In kind,,,,,"Pariser Platz 6, 10117 Berlin",,,,,441.93,,,,,2023-09-16,https://interests-api.parliament.uk/api/v1/Interests/1460,Seema Malhotra,4253,,2023-12-17,To take part in the Konigswinter conference on German-British relations.,2023-10-09,Aug04_24,2023-09-14,International visit between 14 September 2023 and 16 September 2023,,,Germany,,,Neuhardenberg,,
1833,,Visits outside the UK,False,,,,,True,,,,,The Concordia Network,,,,,"International flights (£593.21); accommodation, ground transportation in Spain, food and programme activities (£2,442.58)",,,,,In kind,,,,,"1 St Mark Street, London E1 8DA",,,,,3035.79,,,,,2023-10-16,https://interests-api.parliament.uk/api/v1/Interests/1833,Afzal Khan,4671,,2023-12-17,Attend the Annual Concordia Retreat hosted by the Concordia Forum.,2023-10-30,Aug04_24,2023-10-12,International visit between 12 October 2023 and 16 October 2023,,,Spain,,,,,
2129,,Visits outside the UK,False,,,,,True,,,,,Inter-Parliamentary Alliance on China (supported by the National Democratic Institute and Open Society foundations),,,,,"Flights, accommodation, transport and food",,,,,In kind,,,,,"27 Old Gloucester St, London WC1N 3AX",,,,,901.00,,,,,2023-09-02,https://interests-api.parliament.uk/api/v1/Interests/2129,Rushanara Ali,4138,,2023-12-17,To participate in the Inter-Parliamentary Alliance on China Prague Summit.,2023-09-08,Aug04_24,2023-08-31,International visit to Czechia between 31 August 2023 and 02 September 2023,25315,,Czechia,,,Prague,,
2161,,Visits outside the UK,False,,,,,True,,,,,"United Arab Emirates, Federal National Council",,,,,"Flights to and from the UAE, hotel accommodation, food and in-country transport (value is estimated)",,,,,In kind,,,,,"Abu Dhabi, P.O. Box 836, UAE",,,,,6220.00,,,,,2023-10-03,https://interests-api.parliament.uk/api/v1/Interests/2161,Dan Carden,4651,,2023-12-17,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend Climate Future Week events, meet with members of the Federal National Council, and develop plans for the engagement of young parliamentarians at COP28 UAE.",2023-10-30,Aug04_24,2023-09-27,International visit between 27 September 2023 and 03 October 2023,,,United Arab Emirates,,,Abu Dhabi and Dubai,,
3205,,Visits outside the UK,False,,,,,True,,,,,Mercy Mission UK,,,,,"Flights, transport and hotel accommodation",,,,,In kind,,,,,"203 Westgate, Bradford BD1 3AD",,,,,757.64,,,,,2023-11-07,https://interests-api.parliament.uk/api/v1/Interests/3205,Naz Shah,4409,,2023-12-17,Training and supporting charitable efforts.,2023-12-05,Aug04_24,2023-11-02,International visit to Turkey between 02 November 2023 and 07 November 2023,,,Turkey,,,Istanbul,,
3439,,Visits outside the UK,False,,,,,True,,,,,Franco-British Colloque,,,,,Two nights' accommodation including meals,,,,,In kind,,,,,"Station House, Station Approach, East Horsley KT24 6QX",,,,,855.29,,,,,2024-01-27,https://interests-api.parliament.uk/api/v1/Interests/3439,Layla Moran,4656,,2023-12-17,International conference to meet and exchange ideas with key European stakeholders.,2024-01-31,Aug04_24,2024-01-25,International visit to France between 25 January 2024 and 27 January 2024,,,France,,,Paris,,
3441,,Visits outside the UK,False,,,,,True,,,,,Franco-British Colloque Ltd,,,,,Hotel Room and food for two nights and a taxi transfer,,,,,In kind,,,,,"Station house, Station Approach, East Horsley KT24 6QX",,,,,1009.66,,,,,2024-01-27,https://interests-api.parliament.uk/api/v1/Interests/3441,Jesse Norman,3991,,2023-12-17,To attend the Franco-British Colloque conference.,2024-02-16,Aug04_24,2024-01-25,International visit to France between 25 January 2024 and 27 January 2024,,,France,,,Versailles,,
3350,,Visits outside the UK,False,,,,,True,,,,,Government of Bahrain,,,,,Flights and hotel accommodation (value is approximate),,,,,In kind,,,,,"Bahrain Embassy, 30 Belgrave Square, London SW1X 8QB",,,,,1464.00,,,,,2023-11-19,https://interests-api.parliament.uk/api/v1/Interests/3350,Dame Caroline Dinenage,4008,,2023-12-17,"To attend the annual Manama Dialogue: a forum for policymakers and experts to debate and discuss the Middle East’s most pressing foreign policy, defence and security challenges.",2023-12-13,Aug04_24,2023-11-16,International visit to Bahrain between 16 November 2023 and 19 November 2023,,,Bahrain,,,Manama,,
4281,APPG For Cyprus,Visits outside the UK,False,,,,,True,,,,,House of Representatives of the Republic of Cyprus,,,,,"Transport, accommodation and meals",,,,,In kind,,,,,"1102 Nicosia, Cyprus",,,,,752.00,,,,,2024-02-16,https://interests-api.parliament.uk/api/v1/Interests/4281,Paulette Hamilton,4938,,2023-12-17,"Trip with the APPG for Cyprus to understand the political and economic situation in Cyprus, meet members of parliament and government, and visit key historical sites.",2024-02-27,Aug04_24,2024-02-13,International visit to Cyprus between 13 February 2024 and 16 February 2024,,,Cyprus,,,,,
1295,,Visits outside the UK,False,,,,,True,,,,,Women on Top,,,,,"Flights (£628.07), accommodation (£317.94) and food (£21.72)",,,,,In kind,,,,,"Viktoros Ougko 15, Athina, 10437 Greece",,,,,967.68,,,,,2023-09-19,https://interests-api.parliament.uk/api/v1/Interests/1295,Caroline Nokes,4048,,2023-12-17,"Speaker at the Women on Top 6th Inclusivity Lounge, within the Thessaloniki International Fair.",2023-09-25,Aug04_24,2023-09-15,International visit to Greece between 15 September 2023 and 19 September 2023,,,Greece,,,Thessaloniki,,
3245,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, accommodation and food",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",,,,,7798.00,,,,,2023-12-12,https://interests-api.parliament.uk/api/v1/Interests/3245,Naz Shah,4409,,2023-12-17,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",2023-12-21,Aug04_24,2023-12-07,International visit to Qatar between 07 December 2023 and 12 December 2023,,,Qatar,,,Doha,,
1480,,Visits outside the UK,False,,,,,True,,,,,Jacobin Magazine,,,,,"Flights (£151), accommodation (£187)",,,,,In kind,,,,,"388 Atlantic Avenue, Brooklyn, NY 11217, USA",,,,,338.00,,,,,2023-10-02,https://interests-api.parliament.uk/api/v1/Interests/1480,Zarah Sultana,4786,,2023-12-17,To participate in the Jacobin Transform Conference.,2023-10-19,Aug04_24,2023-09-29,International visit to Germany between 29 September 2023 and 02 October 2023,,,Germany,,,Berlin,,
2041,,Visits outside the UK,False,,,,,True,,,,,"Rosa Luxemburg Stiftung, London",,,,,"Flights (£343,38) and accommodation (£400)",,,,,In kind,,,,,"Pelican House, 144 Cambridge Heath Road, London E1 5QJ",,,,,743.38,,,,,2023-10-08,https://interests-api.parliament.uk/api/v1/Interests/2041,Chris Hazzard,4636,,2023-12-17,"To present an update at the Rosa Luxemburg European Summer School on the political situation in Ireland and Britain. Participate in workshops and discussions involving political representatives, social activists and commentators on current political developments in Europe.",2023-10-30,Aug04_24,2023-10-04,International visit to Czechia between 04 October 2023 and 08 October 2023,,,Czechia,,,Prague,,
3648,,Visits outside the UK,False,,,,,True,,,,,"Shura Council, Kingdom of Bahrain",,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"PO Box 10105, Kingdom of Bahrain",,,,,1463.51,,,,,2023-11-20,https://interests-api.parliament.uk/api/v1/Interests/3648,Fabian Hamilton,415,,2023-12-17,Attendance at the International Institute of Strategic Studies (IISS) Manama Dialogue 2023.,2023-12-19,Aug04_24,2023-11-17,International visit to Bahrain between 17 November 2023 and 20 November 2023,,,Bahrain,,,Manama,,
1236,,Visits outside the UK,False,,,,,False,,,,,Deutsch-Britische Gesellschaft,,,,,"Accommodation (£199.38), flights (£167.20), transfers (£23.09), hospitality (£238.43) and conference costs (£498.78) for a member of my staff",,,,,In kind,,,,,"Pariser Platz 6, 10117 Berlin",,,,,1126.88,,,,,2023-07-25,https://interests-api.parliament.uk/api/v1/Interests/1236,Stephen Doughty,4264,,2023-12-17,"Due to my role as the Shadow Minister for Europe and North America, my Senior Parliamentary Researcher was invited to attend the Young Königswinter Conference in Berlin.",2023-08-17,Aug04_24,2023-07-21,International visit between 21 July 2023 and 25 July 2023,,,Germany,,,Berlin,,
1329,,Visits outside the UK,False,,,,,True,,,,,ManiFiesta vzw,,,,,"Train travel (£273.29), accommodation (£169.31), meals, transport and incidentals (£42.97)",,,,,In kind,,,,,"Lemonnierlaan 171, 1000 Brussels, Belgium",,,,,485.57,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/1329,Jeremy Corbyn,185,,2023-12-17,To make a speech/address an audience at “Manifiesta 2023” – Festival of Solidarity.,2023-09-20,Aug04_24,2023-09-09,International visit between 09 September 2023 and 11 September 2023,,,Belgium,,,Ostend,,
1819,,Visits outside the UK,False,,,,,False,,,,,Embassy of Finland in London,,,,,"Travel, accommodation and hospitality for a member of my staff",,,,,In kind,,,,,"38 Chesham Place, London SW1X 8HW",,,,,1500.00,,,,,2022-09-03,https://interests-api.parliament.uk/api/v1/Interests/1819,Alicia Kearns,4805,,2023-12-17,"Study trip undertaken by a member of my staff to learn about Finland's foreign, defence and security policy ahead of their accession to NATO.",2023-09-13,Aug04_24,2022-08-30,International visit between 30 August 2022 and 03 September 2022,,,Finland,,,,,
1813,,Visits outside the UK,False,,,,,True,,,,,The HALO Trust,,,,,"Flights (£1,716.48), accommodation (£708.47), transport (£73.50), food (£147.65), and visa (£64.40)",,,,,In kind,,,,,"Carronfoot, Thornhill, Dumfries DG3 5BF",,,,,2710.50,,,,,2023-08-11,https://interests-api.parliament.uk/api/v1/Interests/1813,Alicia Kearns,4805,,2023-12-17,"To see the Halo Trust’s work in removing landmines and unexploded ordnance, and gain a better understanding of the UK's role supporting NGOs like the Halo Trust to deliver greater resilience and recovery from conflict.",2023-09-06,Aug04_24,2023-08-06,International visit between 06 August 2023 and 11 August 2023,,,Ethiopia,Somalia,,,Somaliland,
1377,,Visits outside the UK,False,,,,,True,,,,,Alliance for Public Awareness,,,,,"Travel £276, accommodation and food £85",,,,,In kind,,,,,"Union House, 111 New Union Street, Coventry CV1 2NT",,,,,361.00,,,,,2023-07-01,https://interests-api.parliament.uk/api/v1/Interests/1377,Bob Blackman,4005,,2023-12-17,To speak at the Free Iran conference in my capacity as Co-President of the British Committee for Iran Freedom,2023-08-30,Aug04_24,2023-06-30,International visit between 30 June 2023 and 01 July 2023,,,France,,,Paris,,
3131,,Visits outside the UK,False,,,,,True,,,,,International Conservation Caucus Foundation,,,,,Travel and hospitality.,,,,,In kind,,,,,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",,,,,2155.00,,,,,2023-11-26,https://interests-api.parliament.uk/api/v1/Interests/3131,Barry Gardiner,146,,2023-12-17,"Participate in four events with ICCF’s network of parliamentarians, plastic debris, food security, stewardship of natural areas, illegal, unreported and unenforced fishing and participation in ICCFs International Conservation Leadership Awards.",2023-11-07,Aug04_24,2023-10-22,International visit between 22 October 2023 and 26 November 2023,,,United States,,,Washington DC,,
3634,,Visits outside the UK,False,,,,,True,,,,,"United Arab Emirates, Federal National Council",,,,,Hotel accommodation and in-country transport,,,,,In kind,,,,,"Abu Dhabi, P.O. Box 836, UAE",,,,,1250.00,,,,,2023-12-08,https://interests-api.parliament.uk/api/v1/Interests/3634,Dan Carden,4651,,2023-12-17,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend COP 28 UAE and related meetings",2024-01-08,Aug04_24,2023-12-04,International visit to United Arab Emirates between 04 December 2023 and 08 December 2023,,,United Arab Emirates,,,Dubai,,
4273,"APPG on Population, Development and Reproductive Health (PDRH)",Visits outside the UK,False,,,,,True,,,,,"APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the European Parliamentary Forum on Reproductive Rights)",,,,,"Flights and visa (£1,241.29); accommodation (£475.32); other travel (£283.06); per diem, food and drinks (£287.70); and misc costs (£23.25)",,,,,In kind,,,,,"House of Commons, Westminster, London SW1A 0AA.",,,,,2310.62,,,,,2024-02-17,https://interests-api.parliament.uk/api/v1/Interests/4273,Apsana Begum,4790,,2023-12-17,Study tour on Sexual and Reproductive Health and Rights and International Development,2024-02-27,Aug04_24,2024-02-10,International visit to Tanzania between 10 February 2024 and 17 February 2024,,,Tanzania,,,Zanzibar,,
3658,,Visits outside the UK,False,,,,,True,,,,,Unitas Communications,,,,,"International flights (£3,719.89) and accommodation (£742.04)",,,,,In kind,,,,,"Unitas Communications, 1 St Mark Street, London E1 8DA",,,,,4461.93,,,,,2023-12-06,https://interests-api.parliament.uk/api/v1/Interests/3658,Afzal Khan,4671,,2023-12-17,To attend COP28 Summit in Dubai for meetings and to moderate a panel on health inequalities and climate change.,2023-12-14,Aug04_24,2023-12-03,International visit to United Arab Emirates between 03 December 2023 and 06 December 2023,,,United Arab Emirates,,,Dubai,,
3659,,Visits outside the UK,False,,,,,True,,,,,Embassy of Kazakhstan in the United Kingdom,,,,,"International flights (£2,897), accommodation (£550), transport (£100) and subsistence (£150)",,,,,In kind,,,,,"Kazakhstan House, 125 Pall Mall, London SW1Y 5EA",,,,,3697.00,,,,,2023-12-19,https://interests-api.parliament.uk/api/v1/Interests/3659,Afzal Khan,4671,,2023-12-17,"Meetings with the Ministry of Foreign Affairs, Members of Parliament and British Ambassador about the economic and cultural relationship between the UK and Kazakhstan.",2023-12-19,Aug04_24,2023-12-13,International visit to Kazakhstan between 13 December 2023 and 19 December 2023,,,Kazakhstan,,,,,
1666,,Visits outside the UK,False,,,,,False,,,,,Greens/EfA Group at the European Parliament,,,,,Return flights for a member of staff to accompany me (£255); taxi costs to and from Barcelona Airport (£70); and hotel accommodation for two people (estimated at £400),,,,,In kind,,,,,"European Parliament, Louise Weiss Building, 1 Allée du Printemps, F-67070 Strasbourg",,,,,725.00,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/1666,Liz Saville Roberts,4521,,2023-12-17,To speak at an international political conference.,2023-10-12,Aug04_24,2023-09-10,International visit to Spain between 10 September 2023 and 11 September 2023,,,Spain,,,"Barcelona, Catalunya",,
3397,,Visits outside the UK,False,,,,,True,,,,,Somaliland Foreign Ministry,,,,,"Flights, accommodation, meals and miscellaneous costs",,,,,In kind,,,,,"Hargeisa, Somaliland",,,,,5150.00,,,,,2024-01-28,https://interests-api.parliament.uk/api/v1/Interests/3397,Sir Gavin Williamson,4108,,2023-12-17,"Visit to discuss politics and geopolitics in the Horn of Africa, including meetings with ministers and officials.",2024-02-12,Aug04_24,2024-01-25,International visit to Somalia between 25 January 2024 and 28 January 2024,,,Somalia,,,Somaliland,,
3647,APPG for Switzerland,Visits outside the UK,False,True,,,,False,False,,,,Davos Klosters Bergbahnen AG,Skigruppe der Bundesversammlung,,,,"For two people, discounted ski-passes and guiding","For two people, hospitality (I paid all other costs)",,,,In kind,In kind,,,,"Brämabüelstrasse 11, 7270 Davos",,,,,1150.00,300.00,,,,2024-01-06,https://interests-api.parliament.uk/api/v1/Interests/3647,Andrew Griffith,4874,,2023-12-17,68th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland.,2024-01-22,Aug04_24,2024-01-02,International visit to Switzerland between 02 January 2024 and 06 January 2024,,2024-02-05,Switzerland,,,Davos,,
3145,Nuclear Energy,Visits outside the UK,False,,,,,True,,,,,Nuclear Industry Association,,,,,"Flights, accommodation, meals and transport (Repaid to the donor on 10 November 2023)",,,,,In kind,,,,,"5th Floor, Tower House, 10 Southampton Street, London W2E 7HA",,,,,839.68,,,,,2023-11-04,https://interests-api.parliament.uk/api/v1/Interests/3145,Liz Saville Roberts,4521,,2023-12-17,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",2023-11-07,Aug04_24,2023-11-02,International visit to Finland between 02 November 2023 and 04 November 2023,,,Finland,,,Helsinki and Rauma,,
1288,,Visits outside the UK,False,,,,,True,,,,,Medical Aid for Palestine,,,,,"Flights, accommodation, transport and food",,,,,In kind,,,,,"33A Islington Park Street, London N1 1QB",,,,,1695.00,,,,,2023-09-29,https://interests-api.parliament.uk/api/v1/Interests/1288,Stephen Morgan,4653,,2023-12-17,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,2023-10-11,Aug04_24,2023-09-25,International visit between 25 September 2023 and 29 September 2023,,,Palestine,Israel,,,Occupied Palestinian Territory,
1586,,Visits outside the UK,False,,,,,False,,,,,HM Government of Gibraltar,,,,,"For me and a member of staff, flights (£1,122), accommodation (£380), general hospitality including transport and meals (£200)",,,,,In kind,,,,,"150 Strand, London WC1R 1JA",,,,,1702.00,,,,,2023-09-10,https://interests-api.parliament.uk/api/v1/Interests/1586,Luke Pollard,4682,,2023-12-17,Briefing visit for UK Members of Parliament to mark Gibraltar's National Day and its status as a British Overseas Territory.,2023-09-25,Aug04_24,2023-09-09,International visit between 09 September 2023 and 10 September 2023,,,Gibraltar,,,,,
1827,,Visits outside the UK,False,,,,,True,,,,,Islamic Relief UK,,,,,International flights (£942.26); domestic flights and transportation (£190.81); accommodation (£419.81); and food (£200),,,,,In kind,,,,,"UK Head Office, 16 Lower Marsh, London SE1 7RJ",,,,,1752.88,,,,,2023-09-28,https://interests-api.parliament.uk/api/v1/Interests/1827,Afzal Khan,4671,,2023-12-17,Visit areas affected by 2022 flooding.,2023-10-27,Aug04_24,2023-09-23,International visit between 23 September 2023 and 28 September 2023,,2023-10-30,Pakistan,,,,,
2100,,Visits outside the UK,False,,,,,True,,,,,Unitas Communications,,,,,"Flights, accommodation and airport transfer",,,,,In kind,,,,,"1 St. Mark Street, London E1 8DA",,,,,2380.00,,,,,2023-10-15,https://interests-api.parliament.uk/api/v1/Interests/2100,Shabana Mahmood,3914,,2023-12-17,To attend and speak at the Concordia Forum.,2023-10-26,Aug04_24,2023-10-12,International visit between 12 October 2023 and 15 October 2023,,,Spain,,,,,
1783,,Visits outside the UK,False,,,,,False,,,,,HM Government of Gibraltar,,,,,"For my husband and me, return flights (£718), accommodation for four nights (£800) and general hospitality (approx. £200)",,,,,In kind,,,,,"150 Strand, London WC2R 1JA",,,,,1718.00,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/1783,Alex Davies-Jones,4849,,2023-12-17,To attend a series of meetings and briefings as well as events to mark Gibraltar’s National Day.,2023-09-13,Aug04_24,2023-09-07,International visit between 07 September 2023 and 11 September 2023,,,Gibraltar,,,,,
3203,,Visits outside the UK,False,,,,,False,,,,,Children's Investment Fund Foundation,,,,,"Flights, accommodation, meals and vaccinations for me and member of staff",,,,,In kind,,,,,"7 Clifford Street, London W1S 2FT",,,,,2988.40,,,,,2023-11-30,https://interests-api.parliament.uk/api/v1/Interests/3203,Lisa Nandy,4082,,2023-12-17,To demonstrate the impact UK aid has in communities in Zambia in my capacity of Shadow Minister for International Development.,2023-12-05,Aug04_24,2023-11-27,International visit between 27 November 2023 and 30 November 2023,,,Zambia,,,Lusaka,,
3435,All-Party Parliamentary Group on Sustainable Finance,Visits outside the UK,False,,,,,True,,,,,The Athena Foundation,,,,,"Airfare, accommodation and hospitality",,,,,In kind,,,,,"Midas House, First Floor, Goldsworth Road, Woking GU21 6LQ",,,,,815.00,,,,,2023-12-08,https://interests-api.parliament.uk/api/v1/Interests/3435,Anna McMorrin,4632,,2023-12-17,To attend the COP28 Summit in Dubai as part of my work with the APPG on Sustainable Finance.,2024-01-02,Aug04_24,2023-12-01,International visit to United Arab Emirates between 01 December 2023 and 08 December 2023,,,United Arab Emirates,,,Dubai,,
